text,categories
The software update caused my system to freeze. Can I revert to the previous version?,['Technical Problem']
I want to know if this product supports multiple users or just one.,['Product Inquiry']
I canceled my subscription but I'm still getting charged every month.,['Billing Issue']
The delivery arrived later than expected and I wasn't notified about the delay.,"['Shipping Concern', 'Service Complaint']"
I can't access my account even though I'm sure I'm using the correct password.,['Account Access']
The checkout page won't load on my browser. Is there an alternative way to order?,['Technical Problem']
I ordered the wrong color by mistake. Can I exchange it for the correct one?,['Refund Request']
The website charged me twice after I tried to place my order again.,"['Billing Issue', 'Refund Request']"
I need help choosing between two of your products. Can you provide more info?,['Product Inquiry']
My package arrived but one item was missing. Can you send it separately?,['Shipping Concern']
I'm unable to update my billing address in my account.,"['Billing Issue', 'Technical Problem']"
The app won't open and crashes on startup every time.,['Technical Problem']
I lost access to my account after changing my email address. How do I recover it?,['Account Access']
I want to know the expected delivery date for my recent order.,['Shipping Concern']
I got charged for a subscription renewal I don't remember authorizing.,['Billing Issue']
The product I received does not match the description on your website.,"['Product Inquiry', 'Service Complaint']"
I never received the refund for the order I canceled last month.,['Refund Request']
I can't log in because my account was disabled without explanation.,['Account Access']
The payment page keeps timing out and I can't complete my purchase.,"['Billing Issue', 'Technical Problem']"
I want to return a product but I missed the return window. Is there any way to still return it?,['Refund Request']
My order was lost in transit according to the tracking info. What do I do?,['Shipping Concern']
The product I bought has stopped working after two weeks. Can I get a replacement?,"['Technical Problem', 'Refund Request']"
I'm not sure which plan is best for my needs. Can someone advise me?,['Product Inquiry']
I was charged an incorrect amount on my invoice.,['Billing Issue']
The website shows my order as shipped but I haven't received it yet.,['Shipping Concern']
I can't download the files I paid for. The link keeps showing an error.,['Technical Problem']
I want to close my account permanently. How do I do this?,['Account Access']
The product I received has a defect. Can you help me get a refund?,['Refund Request']
I'm having issues with the subscription renewal process.,['Billing Issue']
I need to update my credit card but the site won't save my new info.,"['Billing Issue', 'Technical Problem']"
My account login keeps failing even though my password is correct.,['Account Access']
The shipping address on my order is incorrect. Can I update it before shipping?,['Shipping Concern']
My product arrived but it's not working as expected.,['Technical Problem']
I'd like to know if your product supports integration with other software.,['Product Inquiry']
I tried to request a refund but the system says I'm not eligible.,['Refund Request']
The app crashes during checkout every time I try to buy.,['Technical Problem']
My payment was declined but my bank says the funds are available.,['Billing Issue']
I want to upgrade my subscription but can't find the option in my account.,"['Billing Issue', 'Account Access']"
I never received a confirmation for my order. Can you confirm it was placed?,['Shipping Concern']
The product I ordered was returned to you by the carrier. How do I get it resent?,['Shipping Concern']
I'm unable to log in after changing my password.,['Account Access']
The product I received is missing parts and I want to exchange it.,"['Refund Request', 'Shipping Concern']"
I'd like a refund for a product that didn't meet my expectations.,['Refund Request']
I'm having trouble adding items to my cart on your website.,['Technical Problem']
The billing info on my account is outdated and I can't update it.,['Billing Issue']
My order arrived but was incomplete.,['Shipping Concern']
I can't access premium features even though I paid for them.,"['Account Access', 'Billing Issue']"
The download link expired before I could access my purchase.,['Technical Problem']
I want to know more about your bulk purchase discounts.,['Product Inquiry']
I was charged for a canceled order. Please refund.,"['Billing Issue', 'Refund Request']"
I was charged for an order I never placed. Can you please verify this transaction? I'd also like to request a refund immediately.,"['Billing Issue', 'Refund Request']"
"I received the wrong product in my shipment. It's completely different from what I ordered, and some items are missing.","['Shipping Concern', 'Product Inquiry']"
I tried logging into my account but it keeps saying my credentials are invalid. I already reset my password twice with no luck.,['Account Access']
The payment page keeps giving me an error when I try to check out. I've tried multiple cards and browsers but it still fails.,"['Billing Issue', 'Technical Problem']"
I'm interested in the extended warranty you offer. Could you share more details and pricing for it?,['Product Inquiry']
"My package arrived damaged, and the box was torn open. I'm worried some items are lost or broken.",['Shipping Concern']
"I cancelled my subscription last month, but I was still billed again this cycle. Why did this happen?",['Billing Issue']
I need to change my shipping address before my order is dispatched. How can I update it quickly?,"['Shipping Concern', 'Account Access']"
Your website isn't loading correctly on my phone. The checkout button doesn't appear anywhere.,['Technical Problem']
I requested a refund a week ago and haven't received any confirmation. Can you check the status?,['Refund Request']
I've been locked out of my account after too many login attempts. Is there a way to reset access without waiting 24 hours?,['Account Access']
I'm unhappy with the quality of the item I received. It doesn't match the description or the photos online.,"['Product Inquiry', 'Service Complaint']"
"Every time I try to pay, I get a declined message, even though my card works elsewhere. Is there a known issue?","['Billing Issue', 'Technical Problem']"
I'd like to return this item and get a full refund. What is the process and timeline?,"['Refund Request', 'Product Inquiry']"
My account information is incorrect and I can't edit my profile details. Can you help me update it?,['Account Access']
The delivery was delayed twice and now I'm not sure when to expect it. I'd appreciate an update.,['Shipping Concern']
I'm unable to apply the discount code you emailed me. It says it's invalid or expired.,"['Billing Issue', 'Technical Problem']"
I've tried calling customer service multiple times but can't reach anyone. This is very frustrating.,['Service Complaint']
My order shows as delivered but I never received it. Can you investigate this issue urgently?,['Shipping Concern']
I need assistance with linking my account to my new email address. I don't want to lose my order history.,['Account Access']
"I placed an order last week, but the tracking number still shows no movement. Could you check where my package is?",['Shipping Concern']
"I tried to reset my password, but I never received the email. Can you manually reset it for me?",['Account Access']
"I was charged twice for the same order, and I need one of the charges reversed. This is very urgent.","['Billing Issue', 'Refund Request']"
The item I received was damaged in transit. I'd like to exchange it or get a refund.,"['Shipping Concern', 'Refund Request']"
I can't access my account after updating my email address. It keeps saying the credentials are invalid.,['Account Access']
The payment keeps failing when I try to use my credit card. I tried on different devices but nothing works.,"['Billing Issue', 'Technical Problem']"
"I ordered the premium subscription, but I still see ads. How can I activate the subscription benefits?",['Technical Problem']
My order confirmation email never arrived. Can you confirm that my payment went through?,"['Billing Issue', 'Product Inquiry']"
The discount code you sent me doesn't work. It keeps showing as expired even though today is the last day.,"['Billing Issue', 'Technical Problem']"
I want to return this item because it's not what I expected. What steps should I follow to process the return?,"['Refund Request', 'Product Inquiry']"
"I was supposed to receive my delivery three days ago, but nothing has arrived. Can you please check the status?",['Shipping Concern']
My account was deactivated without any warning. I'd like to understand why and get it reactivated.,"['Account Access', 'Service Complaint']"
"I keep getting an error message when I try to log in from the app, but the website works fine.","['Technical Problem', 'Account Access']"
"I cancelled my subscription, but I was billed again this month. Please refund the charge and confirm the cancellation.","['Billing Issue', 'Refund Request']"
"The item description said it included all accessories, but my order came incomplete. Can you send the missing parts?","['Product Inquiry', 'Shipping Concern']"
My password reset link expired before I could use it. Could you send me a new one?,['Account Access']
I'm having trouble updating my payment information on your site. The form keeps giving an error.,"['Billing Issue', 'Technical Problem']"
I ordered the wrong size by mistake. Is it possible to change it before it ships?,"['Product Inquiry', 'Shipping Concern']"
My package was delivered to the wrong address. I need help retrieving it.,['Shipping Concern']
I tried to apply a gift card at checkout but it wouldn't accept the code. Please advise.,"['Billing Issue', 'Technical Problem']"
The product stopped working after a week. Can I get a replacement or refund?,"['Product Inquiry', 'Refund Request']"
My account shows an old email address I don't use anymore. How can I update it?,['Account Access']
The checkout page won't load past the payment step. I've tried several browsers already.,['Technical Problem']
"I requested a refund two weeks ago, but haven't received confirmation or any payment.",['Refund Request']
I'm getting duplicate emails about my order. Is there something wrong with my account?,"['Account Access', 'Technical Problem']"
"The delivery driver marked my package as delivered, but I never received anything. Please help me locate it.",['Shipping Concern']
"I was charged for express shipping, but my order came late. I'd like a refund for the shipping fee.","['Billing Issue', 'Refund Request', 'Shipping Concern']"
I can't log in because the two-factor code never arrives. Can you disable it temporarily?,['Account Access']
I have a question about the warranty coverage for this product. How long does it last?,['Product Inquiry']
"Every time I try to reset my password, I get an error that says my account doesn't exist.","['Account Access', 'Technical Problem']"
The subscription I cancelled months ago was reactivated without my permission. Please cancel and refund.,"['Billing Issue', 'Refund Request']"
I'm unable to track my shipment with the link you provided. It just shows an error page.,"['Shipping Concern', 'Technical Problem']"
I received a different model than what I ordered. What is the process to get the correct item?,"['Shipping Concern', 'Product Inquiry']"
I need to change the delivery address urgently before the order is shipped. How can I do this?,['Shipping Concern']
My invoice has incorrect pricing details. Can you issue a corrected invoice?,['Billing Issue']
The app crashes whenever I try to access my account settings. Please advise.,['Technical Problem']
I'd like to return this item and get a refund. Can you provide a return label?,"['Refund Request', 'Product Inquiry']"
I have been locked out of my account for days despite multiple attempts to reset my password.,['Account Access']
"My payment was processed twice, and I want the duplicate charge refunded.","['Billing Issue', 'Refund Request']"
"I received my order, but a part was missing from the box. How can I get the missing item shipped?","['Shipping Concern', 'Product Inquiry']"
The website keeps showing a 500 error when I try to log in. Can you fix this issue?,"['Technical Problem', 'Account Access']"
My order status hasn't updated in a week. Is it still on the way?,['Shipping Concern']
"I tried applying a promotional code but it doesn't work, even though it says valid until tomorrow.","['Billing Issue', 'Technical Problem']"
I can't access my subscription content even after payment. Can you check why?,"['Technical Problem', 'Account Access']"
"I was charged extra customs fees on delivery. Is this normal, or can you reimburse me?","['Billing Issue', 'Shipping Concern']"
My account was suspended without explanation. I'd like to know why and have it reinstated.,"['Account Access', 'Service Complaint']"
I received the wrong color variant of the product I ordered. How can I get the correct one?,"['Product Inquiry', 'Shipping Concern']"
The payment confirmation email never arrived. Can you resend it?,['Billing Issue']
"I requested to cancel my order before shipping, but it was still sent out. I'd like to return it.","['Shipping Concern', 'Refund Request']"
I have an issue with the invoice showing incorrect billing details. Please correct this.,['Billing Issue']
My order has been delayed multiple times without any updates. When will it arrive?,['Shipping Concern']
I forgot my password and the reset process isn't working. How can I access my account?,['Account Access']
The app logs me out every time I try to complete checkout. Can you help fix this?,['Technical Problem']
I received only part of my order. When will the remaining items arrive?,['Shipping Concern']
I'm unable to save my new payment method on your site. It keeps showing an error.,"['Billing Issue', 'Technical Problem']"
I tried to cancel my subscription but keep getting charged. Please stop the billing and refund me.,"['Billing Issue', 'Refund Request']"
My order arrived later than promised. I'd like compensation for the delay.,"['Shipping Concern', 'Service Complaint']"
I can't update my password because the link expired as soon as I received it.,['Account Access']
I was billed for an annual plan I never signed up for. Please refund and cancel.,"['Billing Issue', 'Refund Request']"
The checkout page displays an error code every time I try to pay.,['Technical Problem']
"My package shows delivered, but it's nowhere to be found. Can you start an investigation?",['Shipping Concern']
I'm trying to change my shipping address but your site isn't saving the new information.,"['Shipping Concern', 'Technical Problem']"
The product arrived with missing instructions and parts. Can you send replacements?,"['Product Inquiry', 'Shipping Concern']"
I can't log in because your website says my account is locked. Please unlock it.,['Account Access']
The payment form keeps declining my card even though there are funds available.,"['Billing Issue', 'Technical Problem']"
I ordered two items but only received one. Please ship the missing product.,['Shipping Concern']
My account suddenly logged me out and won't let me back in. Is there a system issue?,"['Account Access', 'Technical Problem']"
I requested a refund and got no reply. Can you confirm if it's being processed?,['Refund Request']
The website won't let me apply a voucher I received via email. Please assist.,"['Billing Issue', 'Technical Problem']"
I want to cancel my order before it ships. How can I confirm the cancellation?,['Shipping Concern']
I'm having trouble verifying my email. The confirmation link doesn't work.,"['Account Access', 'Technical Problem']"
I was promised a delivery date but nothing has arrived yet. Can you update me?,['Shipping Concern']
I can't see my order history in my account. It's completely blank.,"['Account Access', 'Technical Problem']"
I was charged more than the price listed when I checked out. Can you fix this discrepancy?,['Billing Issue']
The website doesn't recognize my login even though I just created an account.,"['Account Access', 'Technical Problem']"
"I ordered an item as a gift, but it arrived with the invoice inside. This ruined the surprise.",['Shipping Concern']
I'm unable to cancel my subscription through the app. Please cancel it for me.,"['Billing Issue', 'Account Access']"
"I received an email saying my order shipped, but the tracking link is broken.","['Shipping Concern', 'Technical Problem']"
My payment was processed but I didn't receive any confirmation or receipt.,['Billing Issue']
I'm unable to update my address before shipment. It keeps showing a technical error.,"['Shipping Concern', 'Technical Problem']"
The product is defective and doesn't function as described. I'd like a replacement.,"['Product Inquiry', 'Refund Request']"
I forgot my password and now I'm locked out. Can you reset it manually?,['Account Access']
I'm getting duplicate charges for the same subscription renewal. Please correct this.,"['Billing Issue', 'Refund Request']"
My order is late and I haven't received any communication about it.,['Shipping Concern']
I tried to sign up but the form won't submit. Is your site down?,['Technical Problem']
The delivery was left at the wrong address. Can you recover or resend the package?,['Shipping Concern']
I've tried multiple times to update my billing info but nothing saves.,"['Billing Issue', 'Technical Problem']"
I cancelled my subscription but still got billed. Please issue a refund.,"['Billing Issue', 'Refund Request']"
The app crashes every time I try to view my orders. Please look into this issue.,['Technical Problem']
My package was marked as delivered but isn't here. What should I do?,['Shipping Concern']
I'm unable to reset my password. The reset page shows an error.,"['Account Access', 'Technical Problem']"
I was charged twice for one order and need a refund.,"['Billing Issue', 'Refund Request']"
The product didn't include the promised accessories. Can you ship them?,"['Product Inquiry', 'Shipping Concern']"
I can't log in after updating my email. Please assist.,['Account Access']
I tried to pay but keep getting an unknown error code.,"['Billing Issue', 'Technical Problem']"
My delivery was delayed again. When will it actually arrive?,['Shipping Concern']
"I placed an order over two weeks ago, and it still hasn't arrived. Can you confirm where it is and when it will be delivered?",['Shipping Concern']
"I forgot my password, and every time I try to reset it, the link says it's expired. Could you help me access my account?",['Account Access']
My credit card was charged twice for the same transaction. Please issue a refund for the duplicate payment.,"['Billing Issue', 'Refund Request']"
I received the wrong product in my shipment. How do I return it and get the correct item sent?,"['Shipping Concern', 'Product Inquiry']"
The app keeps crashing when I attempt to log in. I've updated to the latest version but still have issues.,"['Technical Problem', 'Account Access']"
"I tried to cancel my subscription before renewal, but my card was still charged. Can you process a refund?","['Billing Issue', 'Refund Request']"
My package tracking link shows no updates for several days. Is it lost?,['Shipping Concern']
The promo code I received via email isn't working during checkout. It says the code is invalid.,"['Billing Issue', 'Technical Problem']"
"I ordered an item as a gift, but the invoice was included in the box. Is there a way to avoid this in the future?",['Shipping Concern']
I keep getting an error when I try to update my billing information. Could you update it for me?,"['Billing Issue', 'Technical Problem']"
I need help resetting my password because the reset email never arrives in my inbox.,['Account Access']
"My order was marked as delivered, but I never received it. Can you start an investigation?",['Shipping Concern']
"I tried paying with PayPal, but the transaction keeps failing with no explanation.","['Billing Issue', 'Technical Problem']"
My account was suspended without any notice. I'd like to understand why and have it reinstated.,"['Account Access', 'Service Complaint']"
I requested a refund last week and haven't heard back. Can you confirm it's being processed?,['Refund Request']
I ordered the wrong size by accident. Is it too late to change it before shipping?,"['Product Inquiry', 'Shipping Concern']"
"Every time I log in, I'm immediately logged back out. Could you look into this issue?","['Account Access', 'Technical Problem']"
My invoice shows the wrong amount. Can you issue a corrected version?,['Billing Issue']
The website won't let me complete checkout. It keeps freezing on the payment page.,['Technical Problem']
I received an incomplete order with some items missing. Can you ship the remaining products?,"['Shipping Concern', 'Product Inquiry']"
"I'm unable to access my subscription content, even though my payment went through.","['Technical Problem', 'Account Access']"
The delivery date keeps getting pushed back without explanation. When can I expect my order?,['Shipping Concern']
I'd like to cancel my order before it ships. Please confirm the cancellation.,['Shipping Concern']
I can't verify my email because the confirmation link gives an error message.,"['Account Access', 'Technical Problem']"
I was billed for something I didn't purchase. Can you investigate and refund the charge?,"['Billing Issue', 'Refund Request']"
The payment form declines my card even though it works on other sites.,"['Billing Issue', 'Technical Problem']"
I received a defective product that doesn't work as described. How do I return it?,"['Product Inquiry', 'Refund Request']"
I tried to sign up but the site kept rejecting my registration with no clear error.,['Technical Problem']
The delivery was left at the wrong address. What are my options to get a replacement?,['Shipping Concern']
I'm locked out of my account after too many failed login attempts. Can you unlock it?,['Account Access']
The app logs me out whenever I try to check my order history. Please fix this issue.,['Technical Problem']
I was charged after canceling my subscription. I want a refund.,"['Billing Issue', 'Refund Request']"
"I received an email saying my order shipped, but the tracking link doesn't work.","['Shipping Concern', 'Technical Problem']"
I tried applying a discount code but it shows as expired even though it should still be valid.,"['Billing Issue', 'Technical Problem']"
I forgot my password and the reset page won't load. Can you help me regain access?,"['Account Access', 'Technical Problem']"
I'm still waiting for a refund from an order I returned last month. Please confirm when it will be processed.,['Refund Request']
I can't update my shipping address because the website keeps giving an error.,"['Shipping Concern', 'Technical Problem']"
"My package was marked as delivered, but there's no sign of it. Can you help locate it?",['Shipping Concern']
"I ordered a bundle, but only part of it arrived. When will the rest be shipped?",['Shipping Concern']
I can't log in to my account after updating my email. Please advise.,['Account Access']
"The payment confirmation email never arrived, but the charge is on my card.",['Billing Issue']
I'm getting duplicate invoices for the same order. Which one is correct?,['Billing Issue']
The app crashes every time I open the cart. I've tried reinstalling but it didn't help.,['Technical Problem']
I want to cancel my subscription immediately and avoid any further charges.,"['Billing Issue', 'Account Access']"
The product I received is the wrong color. Can you send the correct one?,"['Product Inquiry', 'Shipping Concern']"
"My account was deactivated, and I don't know why. Please reactivate it.",['Account Access']
I'm unable to save my payment method. It keeps rejecting valid card details.,"['Billing Issue', 'Technical Problem']"
I'm seeing a 500 error whenever I try to log in. Is there a system outage?,"['Technical Problem', 'Account Access']"
My delivery was late by over a week. Will I get compensation for the delay?,['Shipping Concern']
"I tried to cancel my order, but it still shipped. What do I do now?","['Shipping Concern', 'Refund Request']"
I can't reset my password because the reset email never comes.,['Account Access']
The website isn't letting me check out. It keeps saying my cart is empty.,['Technical Problem']
I requested a refund but only received a partial amount. Why wasn't the full price refunded?,['Refund Request']
The app won't let me access my subscription content despite an active payment.,['Technical Problem']
My tracking number hasn't updated in a week. Is the package lost?,['Shipping Concern']
I'm getting billed twice every month for my subscription. Please correct this.,"['Billing Issue', 'Refund Request']"
I can't change my password because the page throws an error.,"['Account Access', 'Technical Problem']"
"I received my order, but it was missing accessories that were advertised.","['Product Inquiry', 'Shipping Concern']"
I'm unable to cancel my subscription online. Can you do it for me?,"['Billing Issue', 'Account Access']"
The delivery person left my package outside in the rain. It was damaged.,['Shipping Concern']
I'm still being charged after canceling my account. Please refund the charges.,"['Billing Issue', 'Refund Request']"
The product doesn't match the description on your website. I'd like to return it.,"['Product Inquiry', 'Refund Request']"
I'm locked out of my account and can't reset my password.,['Account Access']
The checkout page gives an error code every time I try to complete payment.,['Technical Problem']
I was charged customs fees I wasn't informed about. Can you reimburse me?,"['Billing Issue', 'Shipping Concern']"
"My order never arrived, and no one has replied to my previous emails.",['Shipping Concern']
I'm getting multiple order confirmations for one purchase. Is this an error?,"['Billing Issue', 'Technical Problem']"
"I tried updating my billing info, but it keeps reverting to the old details.","['Billing Issue', 'Technical Problem']"
I received someone else's order instead of mine. How do I return it?,['Shipping Concern']
I can't log in because it says my account doesn't exist anymore.,"['Account Access', 'Technical Problem']"
The app crashes when I try to apply a coupon code.,['Technical Problem']
I want to cancel my order before it ships out. How can I confirm this?,['Shipping Concern']
I received a damaged product. Can you send me a replacement?,"['Product Inquiry', 'Shipping Concern']"
I'm locked out of my subscription and can't reset my password.,['Account Access']
I was billed for a plan I never signed up for. Please refund me.,"['Billing Issue', 'Refund Request']"
The payment keeps failing even though my card has sufficient funds.,"['Billing Issue', 'Technical Problem']"
"My order was split into two shipments, but I only received one. Where is the second?",['Shipping Concern']
The website won't let me change my shipping address after ordering.,"['Shipping Concern', 'Technical Problem']"
"I'm getting a login error that says my credentials are invalid, but I'm sure they're correct.","['Account Access', 'Technical Problem']"
I was charged more than what was displayed at checkout. Please correct this.,['Billing Issue']
"I ordered the premium plan, but my account shows basic access.","['Technical Problem', 'Account Access']"
My package was delivered to the wrong apartment. What are my options?,['Shipping Concern']
"I tried to reset my password, but the system never sends the email.",['Account Access']
I'm being charged monthly even though I cancelled the subscription.,"['Billing Issue', 'Refund Request']"
The product I received doesn't function properly. How do I request a refund?,"['Product Inquiry', 'Refund Request']"
I'm unable to update my email address because the website errors out.,"['Account Access', 'Technical Problem']"
"The tracking link shows the package delivered, but it's not here.",['Shipping Concern']
"I tried applying a promo code, but it never worked. Can you add the discount manually?","['Billing Issue', 'Technical Problem']"
"My account was unexpectedly suspended, and I need it reinstated.","['Account Access', 'Service Complaint']"
I can't complete payment because the checkout form freezes.,['Technical Problem']
I've been charged multiple times for the same order. Please issue refunds.,"['Billing Issue', 'Refund Request']"
The delivery arrived late and was missing items.,"['Shipping Concern', 'Product Inquiry']"
"I placed an order three weeks ago, and it still hasn't arrived. I've checked the tracking and it's stuck in the same location for over a week. Can you please look into it?",['Shipping Concern']
"After resetting my password, I can't log into my account anymore. I've tried several times but the system says my credentials are incorrect.",['Account Access']
I was charged twice for a single purchase. I need one of those charges refunded as soon as possible.,"['Billing Issue', 'Refund Request']"
The product I received is completely different from what I ordered. I need instructions for returning it and getting the correct one.,"['Product Inquiry', 'Shipping Concern']"
Your app keeps freezing every time I try to open the settings page. I even tried reinstalling it but the issue persists.,['Technical Problem']
My subscription renewed without warning and I wasn't expecting the charge. Can I get a refund and stop auto-renewal?,"['Billing Issue', 'Refund Request']"
I checked out as a guest and now I can't access the order status. Can you help me track my package?,"['Shipping Concern', 'Account Access']"
"I applied a discount code that was supposed to give 20% off, but it didn't apply. Can you adjust my total?",['Billing Issue']
I returned a product over a month ago and haven't seen the refund yet. Could you confirm the status?,['Refund Request']
"I tried logging in with my saved credentials, but now my account says it's locked. Please unlock it.",['Account Access']
"The delivery arrived, but the packaging was damaged and part of the product is broken. What are the next steps?","['Shipping Concern', 'Product Inquiry']"
I'm trying to update my credit card info but the site keeps refreshing without saving the changes.,"['Billing Issue', 'Technical Problem']"
I can't access my profile settings since the last update. It shows a blank screen.,['Technical Problem']
I accidentally ordered the wrong item. Is there a way to cancel or update my order before it ships?,"['Product Inquiry', 'Shipping Concern']"
I received an invoice for something I never ordered. Please check and remove the charge.,['Billing Issue']
The tracking number provided doesn't exist according to the courier's website. Can you provide a correct one?,['Shipping Concern']
My account shows no orders even though I completed one yesterday. Can you check if the order went through?,"['Account Access', 'Technical Problem']"
The checkout keeps failing at the payment step. I've tried different cards with no luck.,"['Billing Issue', 'Technical Problem']"
My package was delivered to the wrong address. I need help getting it back or getting a replacement.,['Shipping Concern']
"Even after unsubscribing, I keep getting charged. I'd like a refund and confirmation that it's been canceled.","['Billing Issue', 'Refund Request']"
The product doesn't match the pictures on your website. I want to return it.,"['Product Inquiry', 'Refund Request']"
I submitted a refund request but received no response. When will it be processed?,['Refund Request']
I got charged a foreign transaction fee I wasn't warned about. Can you clarify why?,['Billing Issue']
The tracking shows my package was delivered but I never received anything. Can you launch an investigation?,['Shipping Concern']
"The promo code I used said it was valid, but I didn't get the discount. What happened?","['Billing Issue', 'Technical Problem']"
"Every time I try to log in, the site loads forever and then times out. Is there a known issue?","['Technical Problem', 'Account Access']"
The product I received doesn't power on at all. How do I start a return?,"['Product Inquiry', 'Refund Request']"
I can't see my past purchases in the account dashboard. It shows as empty.,"['Account Access', 'Technical Problem']"
"I was charged for expedited shipping, but the order still arrived late. Can I get that fee refunded?","['Shipping Concern', 'Refund Request']"
I keep getting password reset emails I didn't request. Is my account secure?,['Account Access']
The site wouldn't let me apply my loyalty points at checkout. Can you apply them retroactively?,['Billing Issue']
My refund was approved but I never received the money in my bank account. Can you confirm if it was sent?,['Refund Request']
I placed two orders but only got one confirmation email. Did both go through?,"['Billing Issue', 'Technical Problem']"
I got a cancellation notice but I never asked to cancel my order. What happened?,"['Shipping Concern', 'Service Complaint']"
"I created an account but never got a confirmation email, and now I can't log in.",['Account Access']
The delivery person left my package outside without ringing. It got stolen. What can be done?,['Shipping Concern']
I tried updating my shipping address but the changes don't save. Please fix this.,"['Technical Problem', 'Shipping Concern']"
I ordered three items but only two arrived in the box. Where is the third one?,"['Shipping Concern', 'Product Inquiry']"
My subscription status says inactive even though I paid for this month.,"['Billing Issue', 'Technical Problem']"
My account was suddenly deactivated. I didn't request this and need access restored.,"['Account Access', 'Service Complaint']"
The site won't let me enter my apartment number in the shipping address. It keeps removing it.,"['Technical Problem', 'Shipping Concern']"
I cancelled my subscription last week but still got charged today. I want that refunded.,"['Billing Issue', 'Refund Request']"
I tried calling support but no one answers. What other way can I get help with my missing order?,"['Shipping Concern', 'Service Complaint']"
I received an empty package with no product inside. Please investigate immediately.,"['Shipping Concern', 'Product Inquiry']"
The account page isn't loading on mobile or desktop. Is the site down?,['Technical Problem']
I accidentally deleted my account. Can you restore it?,['Account Access']
The size I ordered doesn't fit. How can I exchange it?,"['Product Inquiry', 'Shipping Concern']"
The checkout page won't load when I select 'PayPal' as the payment method.,"['Billing Issue', 'Technical Problem']"
My gift card code isn't being accepted. It says 'invalid' but I just got it.,"['Billing Issue', 'Technical Problem']"
"I submitted a return request and got a confirmation, but no shipping label was sent.","['Refund Request', 'Shipping Concern']"
I can't unsubscribe from marketing emails. The link just reloads the page.,['Technical Problem']
"The order confirmation page glitched, and I don't know if my order went through.","['Billing Issue', 'Technical Problem']"
"The product I got was used, not new. This is unacceptable.","['Product Inquiry', 'Service Complaint']"
I'm still getting emails for someone else's account. Can you remove my email from their profile?,"['Account Access', 'Service Complaint']"
My monthly report isn't showing in my dashboard. Please check what's wrong.,['Technical Problem']
"The app keeps crashing during checkout, making it impossible to place an order.",['Technical Problem']
My account is tied to an old email I can no longer access. How can I update it?,['Account Access']
"I tried contacting you via the form on your site, but it throws a 404 error.",['Technical Problem']
The product's manual is missing from the box. Where can I find it?,['Product Inquiry']
"The wrong currency was used at checkout, and I was charged more than expected.",['Billing Issue']
"My replacement item never arrived, and I was told it had already shipped.",['Shipping Concern']
I can't view or change my subscription plan from the dashboard.,"['Account Access', 'Technical Problem']"
I was charged shipping even though the item was supposed to be eligible for free delivery.,"['Billing Issue', 'Shipping Concern']"
The app won't accept any login credentials after the latest update.,"['Technical Problem', 'Account Access']"
My order history is gone from my account. Can you restore it?,"['Account Access', 'Technical Problem']"
The refund I received is less than what I paid. Why wasn't it the full amount?,['Refund Request']
I need help choosing between two similar products. Can someone explain the differences?,['Product Inquiry']
I'm not getting notifications even though I enabled them. Please fix this.,['Technical Problem']
I created a new account by mistake. Can you merge it with my original one?,['Account Access']
I was overcharged for the same product compared to last month. Can you explain why?,['Billing Issue']
I can't find the download link for the software I purchased. Where is it?,"['Product Inquiry', 'Technical Problem']"
The customer support chat keeps disconnecting. How else can I reach you?,['Service Complaint']
"My device isn't compatible with the product I bought, even though the site said it would be. Can I return it?","['Product Inquiry', 'Refund Request']"
I've followed all steps for cancellation but still see charges on my account.,"['Billing Issue', 'Refund Request']"
"I got a notification that my order was delivered, but there's nothing at my door.",['Shipping Concern']
I received a damaged charger with my new phone. Can you send a replacement?,"['Product Inquiry', 'Shipping Concern']"
The mobile app forces me to log in every time I open it. It used to keep me signed in.,['Technical Problem']
I made an order with express shipping but it's taking longer than regular delivery. What's going on?,['Shipping Concern']
I just subscribed but can't access any premium content. Please fix it.,"['Account Access', 'Technical Problem']"
The billing address keeps defaulting to my old address. I've updated it several times.,"['Billing Issue', 'Technical Problem']"
"Your product listing says it includes a carrying case, but mine didn't come with one.",['Product Inquiry']
I've contacted support multiple times and haven't received any reply. This is disappointing.,['Service Complaint']
I can't submit a return request because the order doesn't appear in my account.,"['Refund Request', 'Technical Problem']"
I received a product with someone else's name on the packaging. What's going on?,['Shipping Concern']
I got charged for an annual plan but I only meant to select the monthly one.,"['Billing Issue', 'Refund Request']"
I need to update my email address but the site won't accept my new one.,"['Account Access', 'Technical Problem']"
I was expecting a paper invoice in the package but didn't receive one. Can you send it via email?,['Billing Issue']
I'm still waiting on confirmation that my return was received. When will I get my money back?,['Refund Request']
The login keeps timing out before I can enter my credentials.,"['Account Access', 'Technical Problem']"
I received the wrong item and it's a completely different brand than what I ordered.,"['Product Inquiry', 'Shipping Concern']"
"Your site won't load at all in my browser, even after clearing cookies.",['Technical Problem']
I ordered two items but only received one in the box. Can you send the missing product?,['Shipping Concern']
I've tried resetting my password several times and still can't log in. Please help me access my account.,['Account Access']
"The tracking information says my order was delivered, but I never received it. Can you check with the courier?",['Shipping Concern']
I was charged twice for my subscription renewal. I need the duplicate charge refunded immediately.,"['Billing Issue', 'Refund Request']"
I'm unable to update my payment information on the website because the page keeps freezing.,"['Billing Issue', 'Technical Problem']"
The product I received was defective and won't turn on. I'd like to request a replacement.,['Product Inquiry']
